q,density,realpsi,imagpsi,phase
4.996,8.155072880996912e-12,1.2385332388741045e-7,-2.8530217726401865e-6,249.8
4.998,7.993687542348053e-12,4.040036288852907e-7,-2.798297448484626e-6,249.9
5.0,7.835433265508681e-12,6.745707030282299e-7,-2.716686885182884e-6,250.0
5.002,7.68025057057153e-12,9.330377231498493e-7,-2.6095384989976437e-6,250.1
5.004,7.52808108242267e-12,1.1770587942201904e-6,-2.478429679731015e-6,250.2
5.006,7.378867510710317e-12,1.4044790705335106e-6,-2.3251464579986445e-6,250.3
5.008,7.232553630167766e-12,1.613352563406943e-6,-2.1516614827421185e-6,250.4
5.01,7.08908426128323e-12,1.8019575024537463e-6,-1.960110563369803e-6,250.5
5.012,6.948405251312417e-12,1.9688091446878367e-6,-1.7527680403025285e-6,250.59999999999997
5.014,6.810463455626479e-12,2.1126699534390484e-6,-1.5320212542462745e-6,250.70000000000002
5.016,6.675206719390458e-12,2.2325570970118086e-6,-1.3003443882190069e-6,250.8
5.018,6.542583859565627e-12,2.327747244930145e-6,-1.0602719572287788e-6,250.89999999999998
5.02,6.41254464723136e-12,2.397778667183993e-6,-8.143722186007541e-7,250.99999999999997
5.022,6.2850397902198425e-12,2.442450668871477e-6,-5.652207713355165e-7,251.10000000000002
5.024,6.160020916059384e-12,2.4618204187471797e-6,-3.15374605665778e-7,251.2
5.026,6.037440555219566e-12,2.4561972551972407e-6,-6.734685427773587e-8,251.29999999999998
5.028,5.917252124654497e-12,2.4261345768375835e-6,1.7641751536516122e-7,251.39999999999998
5.03,5.7994099116382e-12,2.372419447061665e-6,4.135648423667358e-7,251.5
5.032,5.683869057887242e-12,2.2960600622534e-6,6.418545383590851e-7,251.6
5.034,5.570585543965531e-12,2.198271251862221e-6,8.591792869952321e-7,251.7
5.036,5.459516173966704e-12,2.080458194961162e-6,1.0635835054125496e-6,251.79999999999998
5.038,5.350618560469089e-12,1.9441985521504616e-6,1.2532799169719181e-6,251.9
5.04,5.243851109758679e-12,1.7912232236300612e-6,1.426664106539101e-6,252.0
5.042,5.13917300731505e-12,1.623395953867407e-6,1.5823269523970012e-6,252.1
5.044,5.03654420355628e-12,1.4426920104858596e-6,1.719064852306785e-6,252.2
5.046,4.9359253998379e-12,1.251176169764308e-6,1.8358876850319073e-6,252.3
5.048,4.83727803470198e-12,1.0509802434759688e-6,1.932024472548206e-6,252.4
5.05,4.740564270371096e-12,8.442803817234404e-7,2.0069267319481343e-6,252.5
5.052,4.6457469794840624e-12,6.332743840027823e-7,2.060269529466948e-6,252.59999999999997
5.054,4.552789732068406e-12,4.201592460146658e-7,2.0919502718890794e-6,252.70000000000002
5.056,4.461656782745861e-12,2.0710916283898943e-7,2.1020852926115995e-6,252.8
5.058,4.372313058166521e-12,-3.745799900083652e-9,2.091004310648266e-6,252.89999999999998
5.06,4.2847241446681104e-12,-2.1034016617820613e-7,2.0592428606554e-6,252.99999999999997
5.062,4.198856276155979e-12,-4.106924530591777e-7,2.0075328104806193e-6,253.10000000000002
5.064,4.114676322200465e-12,-6.029233439273725e-7,1.936791099615005e-6,253.2
5.066,4.032151776347236e-12,-7.852724736899783e-7,1.8481068471308845e-6,253.29999999999998
5.068,3.951250744637488e-12,-9.561136852646241e-7,1.7427269910938968e-6,253.39999999999998
5.07,3.871941934334003e-12,-1.1139686348398459e-6,1.6220406329457511e-6,253.5
5.072,3.794194642849643e-12,-1.2575186424255954e-6,1.4875622698904842e-6,253.6
5.074,3.71797874687444e-12,-1.3856147039077017e-6,1.3409141058208062e-6,253.7
5.076,3.643264691698239e-12,-1.4972856009599722e-6,1.1838076367620603e-6,253.79999999999998
5.078,3.5700234807251304e-12,-1.5917440655476614e-6,1.0180247101710902e-6,253.9
5.08,3.4982266651766896e-12,-1.668390976160083e-6,8.453982587185137e-7,254.0
5.082,3.4278463339800703e-12,-1.7268175831371104e-6,6.677929084293866e-7,254.1
5.084,3.358855103838517e-12,-1.7668057803008102e-6,4.870856583129528e-7,254.2
5.086,3.2912261094804584e-12,-1.7883264593806827e-6,3.051468239379358e-7,254.3
5.088,3.2249329940845642e-12,-1.7915360022435792e-6,1.2382143089812225e-7,254.4
5.09,3.1599498998770603e-12,-1.776770983538002e-6,-5.5088764139897975e-8,254.5
5.092,3.096251458898922e-12,-1.744541172877865e-6,-2.2984245698487767e-7,254.6
5.094,3.03381278393957e-12,-1.695520940978895e-6,-3.9877502760530567e-7,254.70000000000002
5.096,2.9726094596344007e-12,-1.630539188092259e-6,-5.603136761938243e-7,254.8
5.098,2.9126175337227593e-12,-1.5505679255415895e-6,-7.129913337512671e-7,254.9
5.1,2.8538135084643465e-12,-1.4567096520669188e-6,-8.554592322486344e-7,254.99999999999997
5.102,2.7961743322104917e-12,-1.3501836759311984e-6,-9.864980352030147e-7,255.10000000000002
5.104,2.7396773911281547e-12,-1.2323115412961819e-6,-1.105027445956155e-6,255.20000000000002
5.106,2.6843005010734305e-12,-1.1045017231766716e-6,-1.2101142279029669e-6,255.29999999999998
5.108,2.6300218996124683e-12,-9.682337593208614e-7,-1.300978588188084e-6,255.39999999999998
5.11,2.5768202381867837e-12,-8.250419896252129e-7,-1.3769988938056755e-6,255.50000000000003
5.112,2.524674574420689e-12,-6.764990741952121e-7,-1.4377147064121275e-6,255.6
5.114,2.473564364568053e-12,-5.241994599341512e-7,-1.4828281393245804e-6,255.7
5.116,2.423469456096281e-12,-3.6974296263425994e-7,-1.5122035569587586e-6,255.79999999999998
5.118,2.3743700804047926e-12,-2.1471862701005622e-7,-1.5258656532013915e-6,255.9
5.12,2.3262468456758224e-12,-6.068902104523688e-8,-1.523995960755931e-6,256.0
5.122,2.279080729854984e-12,9.082488649900134e-8,-1.5069278582093528e-6,256.1
5.124,2.232853073759556e-12,2.3835812542948258e-7,-1.475140155307725e-6,256.2
5.126,2.187545574312083e-12,3.805152704318839e-7,-1.4292493495818822e-6,256.3
5.128,2.143140277897097e-12,5.159830156497151e-7,-1.3700006589261637e-6,256.4
5.13,2.0996195738386643e-12,6.435416710005067e-7,-1.2982579449110026e-6,256.5
5.132,2.056966187996949e-12,7.620754866799493e-7,-1.2149926504298153e-6,256.59999999999997
5.134,2.015163176481207e-12,8.70581725973978e-7,-1.1212718826767112e-6,256.70000000000005
5.136,1.9741939194777034e-12,9.681784206840945e-7,-1.0182457783852364e-6,256.8
5.138,1.9340421151898412e-12,1.0541107580405316e-6,-9.071342926893774e-7,256.9
5.14,1.8946917738891975e-12,1.127756062754252e-6,-7.892135558961372e-7,257.0
5.142,1.856127212074962e-12,1.188627352711646e-6,-6.658019438696964e-7,257.1
5.144,1.8183330467402477e-12,1.236375461577036e-6,-5.382460076493079e-7,257.2
5.146,1.7812941897429555e-12,1.2707897360994978e-6,-4.079064063815673e-7,257.3
5.148,1.7449958422797676e-12,1.2917973300789974e-6,-2.761439846901277e-7,257.4
5.15,1.7094234894610859e-12,1.299461130597725e-6,-1.4430613128612476e-7,257.5
5.152,1.6745628949854162e-12,1.293976365136246e-6,-1.3713550021955051e-8,257.6
5.154,1.6404000959110473e-12,1.275665950457182e-6,1.1435243222258809e-7,257.7
5.156,1.6069213975236906e-12,1.2449746555391363e-6,2.3866190435195057e-7,257.8
5.158,1.5741133682981075e-12,1.202462161286211e-6,3.580476490259389e-7,257.90000000000003
5.16,1.5419628349521796e-12,1.148795109136692e-6,4.71415562084872e-7,258.0
5.162,1.510456877591614e-12,1.0847382389753216e-6,5.77754126334319e-7,258.1
5.164,1.4795828249438548e-12,1.011144723857403e-6,6.761428638676822e-7,258.2
5.166,1.44932824967948e-12,9.289458149295221e-7,7.657597029123472e-7,258.3
5.168,1.4196809638196003e-12,8.391399145515548e-7,8.458872073899745e-7,258.40000000000003
5.17,1.3906290142275604e-12,7.427811989607087e-7,9.159176298652912e-7,258.5
5.172,1.3621606781836719e-12,6.409679138695283e-7,9.753567611768613e-7,258.59999999999997
5.174,1.3342644590412933e-12,5.348304671572639e-7,1.0238265626763334e-6,258.70000000000005
5.176,1.306929081962908e-12,4.2551944231808247e-7,1.061066579519031e-6,258.8
5.178,1.2801434897346715e-12,3.141936545986379e-7,1.0869341457257764e-6,258.9
5.18,1.2538968386581378e-12,2.020083688415813e-7,1.1014034036519506e-6,259.0
5.182,1.2281784945176578e-12,9.010379399149345e-8,1.104563171948982e-6,259.1
5.184,1.2029780286222466e-12,-2.0406035908024606e-8,1.0966137069728643e-6,259.2
5.186,1.1782852139203169e-12,-1.284438905259578e-7,1.0778624127906459e-6,259.3
5.188,1.1540900211863102e-12,-2.3297938520920671e-7,1.048718564369798e-6,259.4
5.19,1.130382615277633e-12,-3.330383473222897e-7,1.0096871171261279e-6,259.5
5.192,1.1071533514608453e-12,-4.2771142678341997e-7,9.61361683686081e-7,259.6
5.194,1.0843927718056754e-12,-5.161618798569876e-7,9.044167654285142e-7,259.7
5.196,1.0620916016457916e-12,-5.976324650190508e-7,8.395993320632436e-7,259.8
5.198,1.0402407461050398e-12,-6.714513998865781e-7,7.677198471417776e-7,259.90000000000003
5.2,1.0188312866880269e-12,-7.370373386808256e-7,6.896428409534262e-7,260.0
5.202,9.978544779337596e-13,-7.939033403645245e-7,6.06277134726199e-7,260.1
5.204,9.773017441314016e-13,-8.416598083451329e-7,5.185658214227348e-7,260.2
5.206,9.571646760968306e-13,-8.800163933612658e-7,4.2747610870346947e-7,260.3
5.208,9.374350280090761e-13,-9.087828617553731e-7,3.339891288482163e-7,260.40000000000003
5.21,9.181047143053429e-13,-9.278689416859037e-7,2.390898186038541e-7,260.5
5.212,8.991658066337709e-13,-9.372831698405978e-7,1.437569691087429e-7,260.59999999999997
5.214,8.806105308627768e-13,-9.371307707899545e-7,4.895354227635212e-8,260.70000000000005
5.216,8.6243126414596e-13,-9.276106101771303e-7,-4.4382654638629864e-8,260.8
5.218,8.44620532041559e-13,-9.090112713970561e-7,-1.3534785005557583e-7,260.9
5.22,8.271710056855203e-13,-8.817063132008282e-7,-2.230806646648771e-7,261.0
5.222,8.100754990171551e-13,-8.461487727076525e-7,-3.06769870525918e-7,261.1
5.224,7.933269660564876e-13,-8.028649845587481e-7,-3.856614870919427e-7,261.2
5.226,7.769184982322265e-13,-7.524477923601679e-7,-4.590651566003852e-7,261.3
5.228,7.608433217596331e-13,-6.955492330974586e-7,-5.26359749693278e-7,261.4
5.23,7.450947950672158e-13,-6.328727788347824e-7,-5.869981608805572e-7,261.5
5.232,7.296664062714683e-13,-5.651652227207612e-7,-6.405112624290541e-7,261.6
5.234,7.145517706986681e-13,-4.932082980992888e-7,-6.865109943654735e-7,261.7
5.236,6.997446284530187e-13,-4.1781012037244025e-7,-7.246925774198227e-7,261.8
5.238,6.852388420301594e-13,-3.397965411918439e-7,-7.54835844819401e-7,261.90000000000003
5.24,6.710283939753383e-13,-2.600025035838283e-7,-7.768056977812918e-7,262.0
5.242,6.571073845852856e-13,-1.7926348477370072e-7,-7.905516982538681e-7,262.1
5.244,6.434700296531415e-13,-9.84071107995959e-8,-7.961068208458068e-7,262.2
5.246,6.301106582555692e-13,-1.824502353931403e-8,-7.935853938749244e-7,262.3
5.248,6.170237105813008e-13,6.043492342827174e-8,-7.831802669957408e-7,262.40000000000003
5.25,6.042037358003391e-13,1.3687606859381324e-7,-7.65159249860211e-7,262.5
5.252,5.916453899731155e-13,2.1035987988886814e-7,-7.398608726688123e-7,262.59999999999997
5.254,5.793434339988479e-13,2.8021236568098415e-7,-7.076895252286233e-7,262.7
5.256,5.672927316023716e-13,3.458099059471617e-7,-6.691100362056952e-7,262.8
5.258,5.554882473587765e-13,4.0658445711380666e-7,-6.246417586042801e-7,262.9
5.26,5.439250447550887e-13,4.6202809130835e-7,-5.748522310968722e-7,263.0
5.262,5.325982842884038e-13,5.116968382691668e-7,-5.203504876462998e-7,263.09999999999997
5.264,5.215032215997512e-13,5.552138058269038e-7,-4.617800898901514e-7,263.2
5.266,5.106352056430462e-13,5.92271562616838e-7,-3.9981195799832604e-7,263.3
5.268,4.999896768884663e-13,6.226337744355625e-7,-3.3513707616524814e-7,263.4
5.27,4.8956216555967e-13,6.461360933313068e-7,-2.684591485761416e-7,263.5
5.272,4.793482899041797e-13,6.626863060442729e-7,-2.0048728060796274e-7,263.6
5.274,4.69343754496375e-13,6.722637557178235e-7,-1.3192875821647673e-7,263.7
5.276,4.595443485724286e-13,6.749180578126898e-7,-6.34819959577145e-8,263.8
5.278,4.4994594439666717e-13,6.707671378124905e-7,4.170279068181297e-9,263.9
5.28,4.4054449565873494e-13,6.599946245488052e-7,7.036754383532701e-8,264.0
5.282,4.313360359010224e-13,6.428466387436044e-7,1.3447763738656392e-7,264.1
5.284,4.223166769757496e-13,6.19628021618589e-7,1.9590250585631376e-7,264.2
5.286,4.1348260753123594e-13,5.9069805311206e-7,2.540834854547968e-7,264.29999999999995
5.288,4.048300915267502e-13,5.564657133392732e-7,3.085060800123135e-7,264.40000000000003
5.29,3.9635546677546384e-13,5.173845444029665e-7,3.587041956660093e-7,264.5
5.292,3.8805514351492903e-13,4.7394717248405105e-7,4.0426380150750844e-7,264.59999999999997
5.294,3.7992560300464317e-13,4.2667955230608665e-7,4.44825991426446e-7,264.7
5.296,3.7196339615015694e-13,3.76134997559064e-7,4.800894289206959e-7,264.8
5.298,3.641651421532425e-13,3.228880616907712e-7,5.098121632236909e-7,264.9
5.3,3.5652752718763143e-13,2.6752833363162135e-7,5.338128116595923e-7,265.0
5.302,3.4904730309988047e-13,2.1065421252418674e-7,5.519711096114499e-7,265.09999999999997
5.304,3.4172128613486145e-13,1.5286672439866256e-7,5.642278358132332e-7,265.2
5.306,3.345463556854579e-13,9.476344199891303e-8,5.705841267911127e-7,265.3
5.308,3.275194530659684e-13,3.693256664477136e-8,5.711002001286621e-7,265.4
5.31,3.2063758030884426e-13,-2.005277184362957e-8,5.658935117583799e-7,265.5
5.312,3.138977989842583e-13,-7.563994449820445e-8,5.551363776411764e-7,265.6
5.314,3.0729722904215895e-13,-1.2930193299509406e-7,5.390530949413899e-7,265.7
5.316,3.0083304767629334e-13,-1.8054207528351358e-7,5.179166020978817e-7,265.8
5.318,2.945024882098977e-13,-2.288984070424876e-7,4.920447209993309e-7,265.9
5.32,2.8830283900256976e-13,-2.7394756385810964e-7,4.617960277641815e-7,266.0
5.322,2.8223144237799e-13,-3.1530821416298827e-7,4.275654013824518e-7,266.1
5.324,2.762856935720395e-13,-3.526439983250026e-7,3.8977930167903364e-7,266.2
5.326,2.704630397010043e-13,-3.8566595475068197e-7,3.488908296978429e-7,266.29999999999995
5.328,2.6476097874943693e-13,-4.1413441942540764e-7,3.0537462467699816e-7,266.40000000000003
5.33,2.5917705857735573e-13,-4.378603908891786e-7,2.5972165228900617e-7,266.5
5.332,2.537088759463601e-13,-4.567063581867905e-7,2.1243393876242825e-7,266.59999999999997
5.334,2.4835407556438474e-13,-4.7058659477832705e-7,1.6401930489830565e-7,266.7
5.336,2.431103491486795e-13,-4.794669267004936e-7,1.149861528579114e-7,266.8
5.338,2.3797543450672114e-13,-4.833639883773528e-7,6.58383569559531e-8,266.9
5.34,2.3294711463468485e-13,-4.82343984345368e-7,1.707030756958675e-8,267.0
5.342,2.2802321683317737e-13,-4.7652097973802895e-7,-3.083784529902084e-8,267.09999999999997
5.344,2.2320161183989416e-13,-4.660547466294306e-7,-7.742470525660035e-8,267.2
5.346,2.1848021297889463e-13,-4.5114819722797287e-7,-1.2225185935945799e-7,267.3
5.348,2.1385697532615764e-13,-4.3204443840967426e-7,-1.6490778806783755e-7,267.4
5.35,2.0932989489115537e-13,-4.090234851582199e-7,-2.050114228041424e-7,267.5
5.352,2.0489700781410554e-13,-3.823986731139383e-7,-2.422153228324024e-7,267.6
5.354,2.0055638957864312e-13,-3.5251281260876645e-7,-2.762084475994531e-7,267.7
5.356,1.963061542395806e-13,-3.1973412826736056e-7,-3.067185052465723e-7,267.8
5.358,1.9214445366552065e-13,-2.844520294785145e-7,-3.335138626670186e-7,267.9
5.36,1.8806947679600513e-13,-2.47072757782647e-7,-3.5640500720063203e-7,268.0
5.362,1.840794489129589e-13,-2.0801495748559939e-7,-3.7524555477077033e-7,268.1
5.364,1.8017263092611775e-13,-1.6770521560022718e-7,-3.8993280393754906e-7,268.2
5.366,1.7634731867223224e-13,-1.2657361655090574e-7,-4.0040783991507523e-7,268.29999999999995
5.368,1.7260184222773814e-13,-8.50493559660288e-8,-4.0665519703736957e-7,268.40000000000003
5.37,1.689345652346799e-13,-4.355645635149253e-8,-4.087020924154664e-7,268.5
5.372,1.6534388423960032e-13,-2.5096255073286833e-9,-4.0661724756755373e-7,268.6
5.374,1.6182822804518933e-13,3.768970374886804e-8,-4.0050931858885867e-7,268.7
5.376,1.5838605707442517e-13,7.665711662949523e-8,-3.905249589264137e-7,268.8
5.378,1.5501586274698863e-13,1.1402870921598293e-7,-3.768465420055297e-7,268.9
5.38,1.5171616686769992e-13,1.4946430132536725e-7,-3.5968957379526547e-7,269.0
5.382,1.4848552102677714e-13,1.8265034308411414e-7,-3.392998278779884e-7,269.09999999999997
5.384,1.4532250601167234e-13,2.1330249252707588e-7,-3.1595023768531824e-7,269.20000000000005
5.386,1.422257312302806e-13,2.41167845325693e-7,-2.899375822677067e-7,269.3
5.388,1.391938341452872e-13,2.6602680164853776e-7,-2.615790032665786e-7,269.4
5.39,1.3622547971947477e-13,2.876945591209917e-7,-2.3120839165491593e-7,269.5
5.392,1.333193598717487e-13,3.060222248443072e-7,-1.99172683300419e-7,269.6
5.394,1.3047419294370925e-13,3.208975434118442e-7,-1.6582810249156445e-7,269.7
5.396,1.276887231765363e-13,3.322452417845688e-7,-1.3153639225723704e-7,269.8
5.398,1.2496172019803092e-13,3.400269957201495e-7,-9.666106961729924e-8,269.9
5.4,1.2229197851958652e-13,3.4424102615365515e-7,-6.15637428383382e-8,270.0
5.402,1.1967831704292842e-13,3.4492133746761325e-7,-2.6600526357222046e-8,270.1
5.404,1.1711957857641054e-13,3.421366129342911e-7,7.88141270722393e-9,270.2
5.406,1.1461462936071564e-13,3.3598878573259696e-7,4.154714457878765e-8,270.3
5.408,1.1216235860375794e-13,3.26611306810294e-7,7.407707383144887e-8,270.40000000000003
5.41,1.0976167802463006e-13,3.1416713345538465e-7,1.0516981639737036e-7,270.5
5.412,1.0741152140640451e-13,2.9884646473824283e-7,1.3454483237887174e-7,270.6
5.414,1.0511084415764256e-13,2.808642519719563e-7,1.6194479343861603e-7,270.7
5.416,1.0285862288242826e-13,2.6045751399823264e-7,1.8713766666357876e-7,270.8
5.418,1.0065385495877552e-13,2.3788248843158312e-7,2.099185000336398e-7,270.90000000000003
5.42,9.849555812523907e-14,2.1341165097761605e-7,2.3011089794324658e-7,271.0
5.422,9.638277007558606e-14,1.8733063558104297e-7,2.475681785859979e-7,271.09999999999997
5.424,9.431454806136204e-14,1.5993508845531537e-7,2.62174208384716e-7,271.20000000000005
5.426,9.228996850221284e-14,1.3152748900344815e-7,2.738439119985337e-7,271.3
5.428,9.030812660380078e-14,1.024139702655805e-7,2.825234597307657e-7,271.4
5.43,8.836813598318304e-14,7.290117083598938e-8,2.881901373640759e-7,271.5
5.432,8.646912830150346e-14,4.329314919110686e-8,2.908519065342705e-7,271.6
5.434,8.461025290386252e-14,1.3888390080422078e-8,2.905466666902867e-7,271.7
5.436,8.279067646621586e-14,-1.5023068928529465e-8,2.873412324505213e-7,271.8
5.438,8.100958264918716e-14,-4.31623644695256e-8,2.8133004273021925e-7,271.9
5.44,7.926617175864635e-14,-7.026436371578104e-8,2.7263362035938044e-7,272.0
5.442,7.755966041293391e-14,-9.608002802595324e-8,2.61396803016919e-7,272.1
5.444,7.588928121659401e-14,-1.2037856429710883e-7,2.477867681583519e-7,272.2
5.446,7.425428244050334e-14,-1.4294934697769265e-7,2.3199087619808363e-7,272.3
5.448,7.265392770826683e-14,-1.636035963647767e-7,2.1421435751316494e-7,272.40000000000003
5.45,7.10874956887614e-14,-1.8217580156868211e-7,1.9467786985574287e-7,272.5
5.452,6.955427979470432e-14,-1.9852487934368727e-7,1.7361495349271827e-7,272.6
5.454,6.805358788714451e-14,-2.1253506282768735e-7,1.5126941183192157e-7,272.7
5.456,6.658474198574716e-14,-2.2411651707685645e-7,1.2789264544564818e-7,272.8
5.458,6.514707798477481e-14,-2.3320568109387866e-7,1.0374096727096282e-7,272.90000000000003
5.46,6.373994537463934e-14,-2.397653388044152e-7,7.907292635689754e-8,273.0
5.462,6.236270696893578e-14,-2.4378442410774856e-7,5.414666685391779e-8,273.09999999999997
5.464,6.101473863683869e-14,-2.4527756769015625e-7,2.9217348011746548e-8,273.20000000000005
5.466,5.969542904076723e-14,-2.4428439571964054e-7,4.534649783312209e-9,273.3
5.468,5.840417937920633e-14,-2.408685928164865e-7,-1.965961275844377e-8,273.4
5.47,5.714040313459952e-14,-2.3511674379621213e-7,-4.313374457737071e-8,273.5
5.472,5.5903525826202605e-14,-2.2713697059261842e-7,-6.56682755690341e-8,273.6
5.474,5.4692984767812863e-14,-2.1705738247332237e-7,-8.705789729624021e-8,273.7
5.476,5.350822883026837e-14,-2.050243591459301e-7,-1.0711321574422574e-7,273.8
5.478,5.2348718208638074e-14,-1.912006876097188e-7,-1.2566230646541867e-7,273.9
5.48,5.12139241940019e-14,-1.757635746271103e-7,-1.4255206076483824e-7,274.0
5.482,5.010332894974078e-14,-1.589025574671439e-7,-1.576493139222046e-7,274.1
5.484,4.901642529223917e-14,-1.4081733610573863e-7,-1.7084174883301392e-7,274.2
5.486,4.795271647592548e-14,-1.2171555035594004e-7,-1.8203857085100427e-7,274.3
5.488,4.691171598256068e-14,-1.0181052544719545e-7,-1.9117095200559798e-7,274.40000000000003
5.49,4.589294731469391e-14,-8.131900938066945e-8,-1.9819224512588907e-7,274.5
5.492,4.4895943793203434e-14,-6.04589249655667e-8,-2.0307797070389347e-7,274.6
5.494,4.39202483588468e-14,-3.9447158797918556e-8,-2.058255815529707e-7,274.7
5.496,4.2965413377740085e-14,-1.8497408589299454e-8,-2.064540124415619e-7,274.8
5.498,4.20310004506922e-14,2.1818907968858805e-9,-2.0500302388804576e-7,274.90000000000003
5.5,4.111658022631469e-14,2.2389543477018698e-8,-2.015323511727221e-7,275.0
5.502,4.022173221784141e-14,4.1933453120012834e-8,-1.961206713410728e-7,275.09999999999997
5.504,3.934604462357974e-14,6.063235178070029e-8,-1.888644025249892e-7,275.2
5.506,3.848911415092482e-14,7.831738248887581e-8,-1.798763512833634e-7,275.3
5.508,3.765054584387093e-14,9.483352287401828e-8,-1.6928422485032085e-7,275.4
5.51,3.6829952913943695e-14,1.1004083897983147e-7,-1.5722902617061043e-7,275.5
5.512,3.602695657449748e-14,1.2381556036535e-7,-1.4386335039165413e-7,275.59999999999997
5.514,3.524118587830337e-14,1.3605096957968576e-7,-1.2934960206637976e-7,275.7
5.516,3.4472277558370167e-14,1.466581011133178e-7,-1.1385815269977825e-7,275.8
5.518,3.371987587192913e-14,1.5556624695107432e-7,-9.756545844450531e-8,275.9
5.52,3.298363244752861e-14,1.6272326785837306e-7,-8.065215772079988e-8,276.0
5.522,3.226320613516974e-14,1.6809571150413938e-7,-6.330116830744032e-8,276.1
5.524,3.155826285943234e-14,1.7166874044180575e-7,-4.569580302999687e-8,276.2
5.526,3.086847547552406e-14,1.7344587481523842e-7,-2.801792256932518e-8,276.3
5.528,3.019352362820238e-14,1.7344855641305446e-7,-1.0446143136576326e-8,276.4
5.53,2.953309361351122e-14,1.717155423464534e-7,6.8458841777077265e-9,276.5
5.532,2.8886878243276995e-14,1.6830213815794128e-7,2.3691106659298213e-8,276.6
5.534,2.8254576712308375e-14,1.632792815687271e-7,3.99306013316693e-8,276.7
5.536,2.7635894468251025e-14,1.5673248932951888e-7,5.541499126430751e-8,276.79999999999995
5.538,2.703054308404263e-14,1.4876068074365448e-7,7.000573511311155e-8,276.90000000000003
5.54,2.643824013291778e-14,1.3947489237509933e-7,8.357627970825359e-8,277.0
5.542,2.585870906591218e-14,1.2899689923066293e-7,9.601306710436018e-8,277.09999999999997
5.544,2.5291679091819086e-14,1.1745775831220769e-7,1.0721638915804847e-7,277.2
5.546,2.4736885059548336e-14,1.0499629086740561e-7,1.171010843828335e-7,277.3
5.548,2.4194067342842618e-14,9.175751992692806e-8,1.2559707353159953e-7,277.4
5.55,2.3662971727300622e-14,7.789107980265152e-8,1.3264973205580777e-7,277.5
5.552,2.314334929966803e-14,6.354961413860375e-8,1.3822009927106335e-7,277.59999999999997
5.554,2.2634956339346723e-14,4.88871788579994e-8,1.4228492570421049e-7,277.7
5.556,2.2137554212081723e-14,3.405766594304334e-8,1.448365616914244e-7,277.8
5.558,2.1650909265779963e-14,1.9213263425245406e-8,1.4588269182576832e-7,277.9
5.56,2.1174792728423168e-14,4.502966263249497e-9,1.4544592130154494e-7,278.0
5.562,2.070898060802974e-14,-9.92884804814513e-9,1.4356322155923705e-7,278.1
5.564,2.025325359462882e-14,-2.3943766248660985e-8,1.402852438870828e-7,278.2
5.566,1.9807396964202806e-14,-3.7410596636693464e-8,1.3567551077290782e-7,278.3
5.568,1.937120048456382e-14,-5.0206526279491334e-8,1.2980949581409892e-7,278.4
5.57,1.8944458323123632e-14,-6.221816868289113e-8,1.2277360387669223e-7,278.5
5.572,1.8526968956520335e-14,-7.334249380200666e-8,1.1466406394081343e-7,278.6
5.574,1.8118535082064444e-14,-8.348763363597364e-8,1.0558574767424762e-7,278.7
5.576,1.7718963530969966e-14,-9.257355804893062e-8,9.565092723612896e-8,278.79999999999995
5.578,1.732806518333413e-14,-1.0053261688202371e-7,8.497798612691625e-8,278.90000000000003
5.58,1.694565488483208e-14,-1.0730994585209283e-7,7.369009706909731e-8,279.0
5.582,1.657155136509104e-14,-1.128637351574079e-7,6.191388092673185e-8,279.09999999999997
5.584,1.620557715771296e-14,-1.1716536111465164e-7,4.97780605546885e-8,279.2
5.586,1.584755852191133e-14,-1.2019938252164946e-7,3.741212321327833e-8,279.3
5.588,1.5497325365732203e-14,-1.2196340476295847e-7,2.4945004797733748e-8,279.4
5.59,1.5154711170824507e-14,-1.2246781593871765e-7,1.2503808620771636e-8,279.5
5.592,1.4819552918733274e-14,-1.2173540048960047e-7,2.125708584371217e-10,279.59999999999997
5.594,1.4491691018682986e-14,-1.1980083690178425e-7,-1.1808915966975026e-8,279.7
5.596,1.4170969236822445e-14,-1.1671008709612272e-7,-2.3446210927096375e-8,279.8
5.598,1.3857234626900747e-14,-1.125196860270656e-7,-3.45912544333293e-8,279.9
5.6,1.3550337462348987e-14,-1.0729594083205153e-7,-4.514331116914093e-8,280.0
5.602,1.3250131169736464e-14,-1.011140495753559e-7,-5.5009818652754475e-8,280.1
5.604,1.295647226357708e-14,-9.405715021698358e-8,-6.410713499008411e-8,280.2
5.606,1.2669220282455853e-14,-8.621531090392502e-8,-7.236118053345592e-8,280.3
5.608,1.2388237726452907e-14,-7.768447302591308e-8,-7.97079693452235e-8,280.4
5.61,1.2113389995836418e-14,-6.856535869964534e-8,-8.609402756420091e-8,280.5
5.612,1.1844545331001115e-14,-5.896235444537788e-8,-9.147669697392197e-8,280.6
5.614,1.1581574753625343e-14,-4.898238279870491e-8,-9.582432326391082e-8,280.7
5.616,1.1324352009025294e-14,-3.8733773461927365e-8,-9.911632964565116e-8,280.79999999999995
5.618,1.1072753509680373e-14,-2.8325145347102396e-8,-1.0134317762309359e-7,280.90000000000003
5.62,1.0826658279907536e-14,-1.7864310501959526e-8,-1.0250621781237036e-7,281.0
5.622,1.0585947901660555e-14,-7.45721044615795e-9,-1.0261743474684147e-7,281.1
5.624,1.035050646143329e-14,2.793105113427573e-9,-1.0169909058225955e-7,281.2
5.626,1.012022049824394e-14,1.2787447867356006e-8,-9.978327352459225e-8,281.3
